url,titulo,id,detalles,moneda,precio,area_m2,tiene_telefono,whatsapp_link,imagen_url
https://www.gallito.com.uy/casa-en-el-general-inmuebles-28704465,Casa en El General,28704465,Más de 4 dormitorios en Otro,$U,10.500,180 m2,True,https://wa.me/{0}?text=Hola%20KW-ONE%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%20M%C3%A1s%20de%204%20dormitorios%20en%20Otro%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Fcasa-en-el-general-inmuebles-28704465,https://imagenes.gallito.com/rinmu/sinblanco/338x254/cea7647c6ce44.jpg
https://www.gallito.com.uy/alquiler-anual-comoda-casa-en-zona-marly-3-dormitorios-inmuebles-28452326,"Alquiler Anual Comoda Casa En Zona Marly, 3 Dormitorios,...",28452326,3 Dormitorios en Punta Del Este,$U,1.950,1 m2,True,https://wa.me/{0}?text=Hola%20COSTAS.DEL.ESTE.REAL.STATE%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%203%20Dormitorios%20en%20Punta%20Del%20Este%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Falquiler-anual-comoda-casa-en-zona-marly-3-dormitorios-inmuebles-28452326,https://imagenes.gallito.com/rinmu/sinblanco/338x254/a95887b2385c4.jpeg
https://www.gallito.com.uy/buena-casa-con-garage-locomocion-inmuebles-28769233,Buena casa con garage locomocion,28769233,1 Dormitorio en Nuevo Paris,$U,14.000,50 m2,True,,https://imagenes.gallito.com.uy/338x255/ima_nodisponible.jpg
https://www.gallito.com.uy/casa-en-alquiler-de-temporada-marly-capacidad-inmuebles-28697732,Casa en alquiler de temporada - Marly - Capacidad,28697732,4 Dormitorios en Punta Del Este,$U,4.800,,True,,https://imagenes.gallito.com/rinmu/sinblanco/338x254/045f9af52ae84.jpg
https://www.gallito.com.uy/diri-real-y-groenlandia-casa-1-dorm-la-teja-inmuebles-28258072,DIRI REAL Y GROENLANDIA - CASA 1 DORM LA TEJA,28258072,1 Dormitorio en La Teja,$U,13.800,40 m2,True,https://wa.me/{0}?text=Hola%20administraciones-diri%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%201%20Dormitorio%20en%20La%20Teja%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Fdiri-real-y-groenlandia-casa-1-dorm-la-teja-inmuebles-28258072,https://imagenes.gallito.com/rinmu/sinblanco/338x254/251128145406970.jpg
https://www.gallito.com.uy/alquiler-anual-marindia-sur-1-dorm-y-patio-independiente-inmuebles-28266108,Alquiler anual Marindia Sur 1 dorm. y patio independiente,28266108,1 Dormitorio en Marindia,$U,15.000,,True,https://wa.me/{0}?text=Hola%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%201%20Dormitorio%20en%20Marindia%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Falquiler-anual-marindia-sur-1-dorm-y-patio-independiente-inmuebles-28266108,https://imagenes.gallito.com/rinmu/sinblanco/338x254/67190842.jpg
https://www.gallito.com.uy/alquiler-invernal-en-playa-mansa-parada-44-de-1-inmuebles-27092764,"Alquiler invernal en playa mansa parada 44, de 1",27092764,1 Dormitorio en Punta Ballena,$U,800,,True,https://wa.me/{0}?text=Hola%20marytierra%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%201%20Dormitorio%20en%20Punta%20Ballena%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Falquiler-invernal-en-playa-mansa-parada-44-de-1-inmuebles-27092764,https://imagenes.gallito.com/rinmu/sinblanco/338x254/18dbc08453e14.jpg
https://www.gallito.com.uy/onex-alquila-casa-2-dorm-en-san-luis-sur-inmuebles-28229491,ONEX ALQUILA CASA 2 DORM. EN SAN LUIS SUR,28229491,2 Dormitorios en San Luis,$U,15.000,,True,https://wa.me/{0}?text=Hola%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%202%20Dormitorios%20en%20San%20Luis%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Fonex-alquila-casa-2-dorm-en-san-luis-sur-inmuebles-28229491,https://imagenes.gallito.com/rinmu/sinblanco/338x254/67158482.jpg
https://www.gallito.com.uy/hermosa-casa-de-un-dormitorio-en-las-vegas-norte-inmuebles-28271202,Hermosa casa de un dormitorio en Las Vegas Norte,28271202,1 Dormitorio en Las Vegas,$U,13.900,,True,https://wa.me/{0}?text=Hola%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%201%20Dormitorio%20en%20Las%20Vegas%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Fhermosa-casa-de-un-dormitorio-en-las-vegas-norte-inmuebles-28271202,https://imagenes.gallito.com/rinmu/sinblanco/338x254/67215651.jpg
https://www.gallito.com.uy/alquiler-casa-monoambiente-en-san-luis-con-cochera-inmuebles-28521308,Alquiler Casa Monoambiente en San Luis con cochera,28521308,1 Ambiente en San Luis,$U,12.000,38 m2,True,https://wa.me/{0}?text=Hola%20RE%2FMAX.INSIDE.%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%201%20Ambiente%20en%20San%20Luis%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Falquiler-casa-monoambiente-en-san-luis-con-cochera-inmuebles-28521308,https://imagenes.gallito.com/rinmu/sinblanco/338x254/4dd88150d7384.jpg
https://www.gallito.com.uy/casa-tipo-apto-1-dorm-con-patio-independiente-y-vista-a-la-inmuebles-28266107,Casa tipo apto 1 dorm. con patio independiente y vista a la,28266107,1 Dormitorio en Marindia,$U,15.000,1 m2,True,https://wa.me/{0}?text=Hola%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%201%20Dormitorio%20en%20Marindia%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Fcasa-tipo-apto-1-dorm-con-patio-independiente-y-vista-a-la-inmuebles-28266107,https://imagenes.gallito.com/rinmu/sinblanco/338x254/67190707.jpg
https://www.gallito.com.uy/monoambiente-en-alquiler-en-balneario-las-toscas-inmuebles-27918549,Monoambiente en alquiler en balneario Las Toscas,27918549,1 Dormitorio en Las Toscas,$U,12.000,,True,https://wa.me/{0}?text=Hola%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%201%20Dormitorio%20en%20Las%20Toscas%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Fmonoambiente-en-alquiler-en-balneario-las-toscas-inmuebles-27918549,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66921354.jpg
https://www.gallito.com.uy/alquiler-anual-hermosa-casa-en-zona-tranquila-de-punta-d-inmuebles-28452319,Alquiler Anual Hermosa Casa En Zona Tranquila De Punta D...,28452319,4 Dormitorios en Punta Del Este,$U,2.350,1 m2,True,https://wa.me/{0}?text=Hola%20COSTAS.DEL.ESTE.REAL.STATE%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%204%20Dormitorios%20en%20Punta%20Del%20Este%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Falquiler-anual-hermosa-casa-en-zona-tranquila-de-punta-d-inmuebles-28452319,https://imagenes.gallito.com/rinmu/sinblanco/338x254/790188603b334.jpeg
https://www.gallito.com.uy/alquiler-de-monoambiente-inmuebles-28526260,Alquiler de monoambiente,28526260,1 Ambiente en Otro,$U,14.000,,True,https://wa.me/{0}?text=Hola%20INMOURU.HOGARES.Y.TERRENOS.%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%201%20Ambiente%20en%20Otro%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Falquiler-de-monoambiente-inmuebles-28526260,https://imagenes.gallito.com/rinmu/sinblanco/338x254/1096811668a14.jpg
https://www.gallito.com.uy/parque-lecoq-3-dorm-frente-y-gran-fondo-inmuebles-28477607,Parque Lecoq 3 dorm frente y gran fondo,28477607,3 Dormitorios en Paso De La Arena,$U,15.000,60 m2,True,,https://imagenes.gallito.com.uy/338x255/ima_nodisponible.jpg
https://www.gallito.com.uy/venta-y-alquiler-de-gran-casa-en-montoya-punta-inmuebles-28066933,Venta y alquiler de gran casa en Montoya. Punta,28066933,Más de 4 dormitorios en Punta Del Este,$U,2.500,,True,https://wa.me/{0}?text=Hola%20TEKNA.ESTATE.%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%20M%C3%A1s%20de%204%20dormitorios%20en%20Punta%20Del%20Este%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Fventa-y-alquiler-de-gran-casa-en-montoya-punta-inmuebles-28066933,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66876232.jpg
https://www.gallito.com.uy/alquiler-anual-casa-de-3-dormitorios-en-parque-burnett-inmuebles-27037493,Alquiler anual casa de 3 dormitorios en parque burnett,27037493,3 Dormitorios en Pinares,$U,1.550,,True,https://wa.me/{0}?text=Hola%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%203%20Dormitorios%20en%20Pinares%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Falquiler-anual-casa-de-3-dormitorios-en-parque-burnett-inmuebles-27037493,https://imagenes.gallito.com/rinmu/sinblanco/338x254/62438115.jpg
https://www.gallito.com.uy/casa-de-5-dormitorios-en-alquiler-y-venta-inmuebles-27695172,Casa de 5 dormitorios en alquiler y venta,27695172,Más de 4 dormitorios en Punta Del Este,$U,4.350,,True,https://wa.me/{0}?text=Hola%20PROPIEDADES.UY.%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%20M%C3%A1s%20de%204%20dormitorios%20en%20Punta%20Del%20Este%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Fcasa-de-5-dormitorios-en-alquiler-y-venta-inmuebles-27695172,https://imagenes.gallito.com/rinmu/sinblanco/338x254/66865081.jpg
https://www.gallito.com.uy/casa-en-alquiler-1-dormitorio-1-baã±o-patio-inmuebles-28747023,"Casa en alquiler, 1 dormitorio, 1 baÃ±o, patio-",28747023,1 Dormitorio en El Pinar,$U,15.000,,True,https://wa.me/{0}?text=Hola%20pietrafesa%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%201%20Dormitorio%20en%20El%20Pinar%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Fcasa-en-alquiler-1-dormitorio-1-ba%C3%A3%C2%B1o-patio-inmuebles-28747023,https://imagenes.gallito.com/rinmu/sinblanco/338x254/286dc88bb2a44.jpg
https://www.gallito.com.uy/cabaña-en-parque-del-plata-inmuebles-27808947,CABAÑA EN PARQUE DEL PLATA,27808947,1 Dormitorio en Parque Del Plata,$U,14.000,80 m2,True,https://wa.me/{0}?text=Hola%20Inmobiliaria.Ferreira%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%201%20Dormitorio%20en%20Parque%20Del%20Plata%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Fcaba%C3%B1a-en-parque-del-plata-inmuebles-27808947,https://imagenes.gallito.com/rinmu/sinblanco/338x254/250822160318420.jpg
https://www.gallito.com.uy/casa-de-3-dormitorios-en-alquiler-temporada-inmuebles-28542984,Casa de 3 dormitorios en alquiler temporada,28542984,3 Dormitorios en Pinares,$U,1.200,,True,,https://imagenes.gallito.com/rinmu/sinblanco/338x254/dbeef859b6c14.jpg
https://www.gallito.com.uy/imperial-alquila-casa-1-dorm-cerrito-inmuebles-20384880,IMPERIAL ALQUILA CASA 1 DORM CERRITO,20384880,1 Dormitorio en Cerrito,$U,11.000,,True,,https://imagenes.gallito.com/rinmu/sinblanco/338x254/210831174122380.jpg
https://www.gallito.com.uy/alquiler-monoambiente-salinas-norte-inmuebles-28021799,Alquiler Monoambiente Salinas Norte,28021799,1 Dormitorio en Salinas,$U,13.500,,True,https://wa.me/{0}?text=Hola%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%201%20Dormitorio%20en%20Salinas%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Falquiler-monoambiente-salinas-norte-inmuebles-28021799,https://imagenes.gallito.com/rinmu/sinblanco/338x254/67099226.jpg
https://www.gallito.com.uy/cercano-a-giannattasio-1-dormitorio-solymar-norte-alquiler-inmuebles-28489616,CERCANO A GIANNATTASIO 1 dormitorio Solymar norte Alquiler,28489616,1 Dormitorio en Solymar,$U,14.500,30 m2,True,https://wa.me/{0}?text=Hola%20santestevan%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%201%20Dormitorio%20en%20Solymar%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Fcercano-a-giannattasio-1-dormitorio-solymar-norte-alquiler-inmuebles-28489616,https://imagenes.gallito.com/rinmu/sinblanco/338x254/3961a065ea564.jpg
https://www.gallito.com.uy/susena-group-inmobiliaria-multinacional-inmuebles-22563188,SUSENA- GROUP INMOBILIARIA MULTINACIONAL,22563188,3 Dormitorios en Pocitos,U$S,300,300 m2,True,,https://imagenes.gallito.com/rinmu/sinblanco/338x254/220916143211740.jpg
https://www.gallito.com.uy/alquiler-casa-zona-rinconada-punta-ballena-inmuebles-28739446,"Alquiler casa zona Rinconada, Punta Ballena",28739446,4 Dormitorios en Punta Del Este,$U,1.800,,True,,https://imagenes.gallito.com/rinmu/sinblanco/338x254/b70aabe708634.jpg
https://www.gallito.com.uy/casa-alquiler-en-parada-mansa-inmuebles-28533836,Casa Alquiler en Parada Mansa,28533836,3 Dormitorios en Playa Mansa,U$S,1,,True,,https://imagenes.gallito.com/rinmu/sinblanco/338x254/48d7cf1263594.jpeg
https://www.gallito.com.uy/alquiler-invernal-casa-punta-del-este-3-dormitorios-inmuebles-28777504,ALQUILER INVERNAL CASA PUNTA DEL ESTE 3 DORMITORIOS,28777504,3 Dormitorios en Punta Del Este,$U,3.800,,True,https://wa.me/{0}?text=Hola%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%203%20Dormitorios%20en%20Punta%20Del%20Este%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Falquiler-invernal-casa-punta-del-este-3-dormitorios-inmuebles-28777504,https://imagenes.gallito.com/rinmu/sinblanco/338x254/aba307d37b614.jpg
https://www.gallito.com.uy/casas-alquiler-canelones-solymar-inmuebles-28735514,"Solymar casa 2 dorm., muy tranquilo, preferentemente empleado públic...",28735514,2 Dormitorios en Solymar,$U,1,60 m2,True,https://wa.me/{0}?text=Hola%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%202%20Dormitorios%20en%20Solymar%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Fcasas-alquiler-canelones-solymar-inmuebles-28735514,https://imagenes.gallito.com.uy/338x255/ima_nodisponible.jpg
https://www.gallito.com.uy/casa-pequeña-en-alquiler-con-espacio-verde-inmuebles-28731192,Casa pequeña  en Alquiler  con espacio verde,28731192,1 Ambiente en Paysandú,$U,12.000,40 m2,True,https://wa.me/{0}?text=Hola%2C%20me%20gustar%C3%ADa%20obtener%20m%C3%A1s%20informaci%C3%B3n%20acerca%20de%3A%20%201%20Ambiente%20en%20Paysand%C3%BA%2C%20https%3A%2F%2Fwww.gallito.com.uy%2Fcasa-peque%C3%B1a-en-alquiler-con-espacio-verde-inmuebles-28731192,https://imagenes.gallito.com/rinmu/sinblanco/338x254/ce79281337354.jpg
